Displayname,Alertname,TimeRaised,TimeStopped
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,14/09/2017 11:33,14/09/2017 12:03
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,14/09/2017 12:33,14/09/2017 12:53
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,14/09/2017 13:23,14/09/2017 14:13
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,14/09/2017 14:43,14/09/2017 15:58
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/09/2017 09:23,15/09/2017 09:43
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/09/2017 10:38,15/09/2017 11:08
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/09/2017 12:53,15/09/2017 13:18
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/09/2017 08:58,18/09/2017 11:28
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/09/2017 11:58,18/09/2017 12:13
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/09/2017 12:43,18/09/2017 13:18
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/09/2017 13:48,18/09/2017 14:13
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/09/2017 14:43,18/09/2017 15:23
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,19/09/2017 08:43,19/09/2017 09:08
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,19/09/2017 09:38,19/09/2017 09:58
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,19/09/2017 10:28,19/09/2017 12:18
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,19/09/2017 12:48,19/09/2017 13:38
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,19/09/2017 14:08,19/09/2017 14:18
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,19/09/2017 14:48,19/09/2017 15:53
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/09/2017 08:13,20/09/2017 08:38
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/09/2017 09:08,20/09/2017 09:23
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/09/2017 09:53,20/09/2017 10:23
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/09/2017 10:53,20/09/2017 11:38
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/09/2017 12:53,20/09/2017 15:43
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/09/2017 09:23,21/09/2017 16:23
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/09/2017 08:38,22/09/2017 08:43
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/09/2017 09:13,22/09/2017 09:38
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/09/2017 11:23,22/09/2017 11:28
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/09/2017 12:03,22/09/2017 13:53
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/09/2017 14:23,22/09/2017 14:48
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/09/2017 15:38,22/09/2017 15:48
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/09/2017 08:53,25/09/2017 09:03
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/09/2017 11:13,25/09/2017 11:23
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/09/2017 12:33,25/09/2017 12:48
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/09/2017 13:18,25/09/2017 13:48
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/09/2017 14:18,25/09/2017 14:28
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/09/2017 14:58,25/09/2017 15:33
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/09/2017 16:03,25/09/2017 16:08
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/09/2017 08:58,26/09/2017 09:33
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/09/2017 10:03,26/09/2017 10:28
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/09/2017 10:58,26/09/2017 11:28
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/09/2017 13:03,26/09/2017 14:48
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/09/2017 15:23,26/09/2017 15:38
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/09/2017 07:47,27/09/2017 08:08
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/09/2017 08:12,27/09/2017 09:12
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/09/2017 10:07,27/09/2017 10:37
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/09/2017 11:07,27/09/2017 11:52
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/09/2017 12:42,27/09/2017 12:57
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/09/2017 14:12,27/09/2017 15:17
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,28/09/2017 08:07,28/09/2017 08:12
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,28/09/2017 08:42,28/09/2017 09:17
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,28/09/2017 09:47,28/09/2017 15:42
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/09/2017 08:47,29/09/2017 11:29
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/09/2017 11:32,29/09/2017 11:47
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/09/2017 12:17,29/09/2017 12:22
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/09/2017 13:07,29/09/2017 14:02
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/09/2017 14:32,29/09/2017 14:57
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/09/2017 15:32,29/09/2017 16:17
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/09/2017 08:27,01/09/2017 08:47
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/09/2017 09:17,01/09/2017 10:12
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/09/2017 10:47,01/09/2017 10:52
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/09/2017 14:02,01/09/2017 14:12
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/09/2017 14:42,01/09/2017 15:02
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/09/2017 15:42,01/09/2017 15:47
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/09/2017 08:31,01/09/2017 09:16
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,03/09/2017 01:01,03/09/2017 01:26
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,03/09/2017 14:06,03/09/2017 15:51
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/09/2017 03:56,04/09/2017 04:01
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/09/2017 12:31,04/09/2017 12:36
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/09/2017 22:01,04/09/2017 22:11
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,05/09/2017 06:16,05/09/2017 06:26
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,05/09/2017 14:41,05/09/2017 14:46
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,05/09/2017 19:01,05/09/2017 20:31
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,06/09/2017 00:36,06/09/2017 00:41
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,06/09/2017 14:21,06/09/2017 17:41
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,07/09/2017 01:46,07/09/2017 02:06
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,07/09/2017 08:31,07/09/2017 08:36
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,07/09/2017 10:01,07/09/2017 11:36
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,08/09/2017 04:36,08/09/2017 04:51
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,09/09/2017 08:31,09/09/2017 08:41
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,10/09/2017 05:36,10/09/2017 07:26
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/09/2017 12:06,11/09/2017 12:26
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/09/2017 13:41,11/09/2017 14:41
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/09/2017 16:31,11/09/2017 17:11
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/09/2017 18:46,11/09/2017 19:36
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/09/2017 21:26,11/09/2017 22:46
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/09/2017 23:31,11/09/2017 23:56
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,12/09/2017 03:01,12/09/2017 18:21
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,13/09/2017 02:36,13/09/2017 02:56
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,13/09/2017 10:56,14/09/2017 08:56
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,14/09/2017 09:26,15/09/2017 10:21
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/09/2017 21:41,15/09/2017 21:46
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/09/2017 01:26,16/09/2017 02:51
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/09/2017 06:46,16/09/2017 07:51
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/09/2017 11:51,16/09/2017 12:16
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/09/2017 20:21,16/09/2017 20:41
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,17/09/2017 00:36,17/09/2017 01:51
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/09/2017 02:26,18/09/2017 02:36
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/09/2017 08:16,18/09/2017 09:06
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/09/2017 13:21,18/09/2017 14:16
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/09/2017 18:31,18/09/2017 18:51
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,19/09/2017 03:01,19/09/2017 03:16
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,19/09/2017 07:16,19/09/2017 09:01
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/09/2017 23:50,27/09/2017 00:50
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/09/2017 07:42,01/09/2017 08:17
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/09/2017 09:02,01/09/2017 09:17
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/09/2017 11:52,01/09/2017 11:57
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/09/2017 07:07,04/09/2017 07:12
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/09/2017 08:27,04/09/2017 08:47
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/09/2017 10:22,04/09/2017 10:27
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/09/2017 16:17,04/09/2017 16:32
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,05/09/2017 09:57,05/09/2017 10:22
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,05/09/2017 13:37,05/09/2017 14:02
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,06/09/2017 07:12,06/09/2017 08:22
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,06/09/2017 09:52,06/09/2017 10:17
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,10/09/2017 01:37,10/09/2017 03:52
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,10/09/2017 04:22,10/09/2017 08:07
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,10/09/2017 08:37,10/09/2017 12:27
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,10/09/2017 12:57,10/09/2017 16:22
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,10/09/2017 16:52,10/09/2017 20:42
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,10/09/2017 21:12,10/09/2017 23:32
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,12/09/2017 08:12,12/09/2017 08:22
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,14/09/2017 07:42,14/09/2017 07:52
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,14/09/2017 08:37,14/09/2017 09:32
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,14/09/2017 10:02,14/09/2017 10:07
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/09/2017 09:12,15/09/2017 09:22
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/09/2017 13:27,15/09/2017 13:57
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/09/2017 08:02,18/09/2017 08:52
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/09/2017 14:52,18/09/2017 14:57
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/09/2017 07:26,20/09/2017 08:01
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/09/2017 12:16,20/09/2017 12:26
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/09/2017 14:36,20/09/2017 14:41
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/09/2017 15:16,20/09/2017 15:31
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/09/2017 08:46,21/09/2017 08:51
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/09/2017 09:51,21/09/2017 10:16
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/09/2017 12:46,21/09/2017 13:11
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/09/2017 00:46,22/09/2017 00:51
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/09/2017 10:31,22/09/2017 10:36
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/09/2017 07:11,25/09/2017 07:21
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/09/2017 07:56,25/09/2017 08:41
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/09/2017 09:11,25/09/2017 09:21
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/09/2017 10:31,25/09/2017 10:36
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/09/2017 14:16,25/09/2017 14:26
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/09/2017 07:56,26/09/2017 08:11
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/09/2017 13:26,26/09/2017 13:31
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/09/2017 22:26,26/09/2017 22:36
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/09/2017 06:56,27/09/2017 07:11
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/09/2017 07:41,27/09/2017 08:06
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/09/2017 12:41,27/09/2017 12:46
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,28/09/2017 14:56,28/09/2017 15:01
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/09/2017 08:01,29/09/2017 08:06
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/09/2017 22:46,29/09/2017 22:51
